Company Name,Sum of Funding Amt (USD millions),Homepage,domain,legalName,tags,description,foundedYear,category.subIndustry,category.industry,metrics.employees,metrics.employeesRange,metrics.estimatedAnnualRevenue,metrics.raised,linkedin.handle,twitter.handle,crunchbase.handle,logo,Location
Parloa,66,https://www.parloa.com,parloa.com,Parloa GmbH,"['Artificial Intelligence (AI)', 'Chatbot', 'Information Technology', 'SaaS', 'Software', 'Telecommunications', 'B2B', 'B2C']","We at Parloa believe in the revolution of how businesses talk to their customers with the help of artificial intelligence. Ever since our company was founded in 2018 in the heart of Berlin, Parloa has become one of the leading SaaS platforms for Conversational AI. Our aim is to build the most comprehensive solution in this sector for enabling every company in the world to have better conversations with their customers. We pursue this vision with the highest standards of technical engineering and combine it with innovative leadership and a strong commitment of every team member to reimagine the future of customer communication.",2018,Software,Software & Computer Services,351,201-500,,91979624,company/parloa,,organization/parloa,http://logo.bigpicture.io/logo/parloa.com,"Berlin, Germany"
Codeium,65,https://codeium.com,codeium.com,"Exafunction, Inc.","['Artificial Intelligence (AI)', 'Enterprise Applications', 'Machine Learning', 'Software', 'B2B']","Codeium is the modern coding superpower, a code acceleration toolkit built on cutting edge AI technology. Get free forever access at codeium.com We believe there are too many parts of the modern coding workflow that are boring, tedious, or downright frustrating, from regurgitating boilerplate to poring through StackOverflow. We can use recent advances in AI to eliminate these parts, making it seamless to turn your ideas into code. With easy integration into editors, you can focus on being the best software developer, not the best code monkey.",2021,Software,Software & Computer Services,52,51-200,,93000000,company/codeiumdev,codeiumdev,organization/exafunction,http://logo.bigpicture.io/logo/codeium.com,"Mountain View, United States of America"
Stampli,61,https://www.stampli.com,stampli.com,Stampli Inc.,"['Accounting', 'Artificial Intelligence (AI)', 'Billing', 'Payments', 'B2B']","Stampli is an AI-powered Accounts Payable automation solution that makes AP departments far more efficient, without requiring them to rework their ERP or change their existing processes. Stampli's unique approach centers all AP-related communication, documentation, and workflows into one place for complete visibility and control. Stampli is simple for users to learn and even simpler to use, especially with Billy the Bot™ automating capture, coding, routing, fraud detection, and other manual tasks. For even greater efficiency, Stampli's core AP solution is complemented by a suite of integrated products that include Direct Pay, Credit Cards, Advanced Vendor Management, and others. Stampli supports all native functionality for more than 70 ERPs, including those from Sage, Microsoft, SAP, Oracle, QuickBooks, and 70 others, enabling it to deploy in a matter of days, not months. For more information, visit www.stampli.com.",2015,Software,Software & Computer Services,351,201-500,,145700000,company/stampli,Stampli,organization/stampli,http://logo.bigpicture.io/logo/stampli.com,"Mountain View, California, United States of America"
Eliyan,60,https://eliyan.com,eliyan.com,Eliyan Corporation,"['Electronics', 'Manufacturing', 'Semiconductor', 'B2B']",Eliyan's mission is to revolutionize chiplet connectivity technologies by challenging the status quo to unleash the ultimate performance of smart systems of the future.,2021,Semiconductors,Technology Hardware & Equipment,31,11-50,$1M-$10M,100000000,company/eliyan-corporation,,organization/eliyan,http://logo.bigpicture.io/logo/eliyan.com,"Los Altos, California, United States of America"
HeyGen,60,https://www.heygen.com,heygen.com,HeyGen,"['Generative AI', 'Software', 'Video', 'Web Apps', 'B2C']",HeyGen’s mission is to make visual storytelling accessible to all,2020,Broadcasting & Entertainment,Media,82,51-200,,69000000,company/heygen,heygen_official,organization/heygen,http://logo.bigpicture.io/logo/heygen.com,"Los Angeles, California, United States of America"
Corti,60,https://www.corti.ai,corti.ai,Corti ApS,"['Artificial Intelligence (AI)', 'Computer', 'Machine Learning', 'Software', 'Speech Recognition', 'B2B']","Corti offers healthcare practitioners a voice-based AI platform for analyzing patient interviews, helping them to make decisions faster, and more accurately during a medical consultation. Healthcare organizations use Corti to optimize their patient interview processes in order to save time, reduce costs, and improve patient quality of care.",2016,Software,Software & Computer Services,126,51-200,,93298417,company/corti,corti_ai,organization/corti,http://logo.bigpicture.io/logo/corti.ai,"København K, Capital Region, Denmark"
Genspark,60,https://www.genspark.ai,genspark.ai,Mainfunc Inc.,,"GenSpark AI develops generative AI solutions for creative industries, including design and content creation.",2022,Generative AI,Artificial Intelligence,501,11-50,,,company/genspark-ai,,organization/genspark-ai,,"Los Angeles, California, United States"
BigID,60,https://bigid.com,bigid.com,"BigID, Inc.","['Artificial Intelligence (AI)', 'Big Data', 'Cyber Security', 'Risk Management', 'Software', 'B2B', 'B2G', 'Web Hosting']","BigID is a leader in data security, privacy, compliance, and governance: enabling organizations to proactively discover, manage, protect, and get more value from their data in a single platform for data visibility and control. Customers use BigID to reduce their data risk, automate security and privacy controls, achieve compliance, and understand their data across their entire data landscape: including multicloud, hybrid cloud, IaaS, PaaS, SaaS, and on-prem data sources",2016,,Software & Computer Services,751,501-1K,,306099999,company/bigid,bigidsecure,organization/bigid,http://logo.bigpicture.io/logo/bigid.com,"New York, United States of America"
Napier AI,57.1,https://www.napier.ai,napier.ai,Napier Technologies Limited,"['Artificial Intelligence (AI)', 'Compliance', 'Financial Services', 'Machine Learning', 'Risk Management', 'Software', 'B2B', 'B2G']","We are compliance technology specialists. Our platform is founded on broad experience and deep expertise; and our products increase efficiency and minimise risk by successfully combining big data technologies with AI and machine learning. It all adds up to the world’s first truly intelligent compliance platform. But tech is only half the story. Our intelligent approach is applied to underpin your policy, process and procedure, so you can focus on specific outcomes. The Napier platform is fast, scalable and easily configurable, as well as user-friendly. It rapidly strengthens your AML defences and trade compliance capabilities, while meeting your company’s compliance obligations and challenges in any sector.",2015,Software,Software & Computer Services,351,201-500,$10M-$50M,56871822,company/napier,napier_ai,organization/napier-ai,http://logo.bigpicture.io/logo/napier.ai,"London, United Kingdom"
ThetaRay,57,https://www.thetaray.com,thetaray.com,ThetaRay Ltd.,"['Finance', 'FinTech', 'Payments', 'B2B']","ThetaRay is a pioneer in the field of AI-powered Anti-Money Laundering (AML) transaction monitoring and screening, delivering solutions to fintechs, banks, and regulatory bodies across the globe. ThetaRay’s technology enhances trust in both cross-border and domestic financial transactions, enabling compliant business growth. In turn, customers can confidently expand their business and deliver innovative products to cohorts and jurisdictions previously considered high-risk. ThetaRay’s patented algorithms rapidly and accurately pinpoint potential anomalies and suspicious activities. Its AI/ML-driven AML solution adopts a risk-based approach. This distinguishes ThetaRay from legacy solutions in the financial services sector, delivering an over 50% reduction in investigation time and boasting a 99% accuracy rate in minimizing false positives. Customers experience enhanced efficiency, effectiveness, and comprehensive risk coverage, which is especially crucial in the current fast-evolving regulatory and digital banking landscape. ThetaRay's Key Features and Benefits: At ThetaRay, we offer various key features and benefits: our advanced AI-driven solutions for AML transaction monitoring and screening significantly enhance the integrity and trust in financial transactions, both domestically and globally. Our patented algorithms enable rapid, precise anomaly detection, fostering business growth and expansion in challenging markets. We deliver remarkable efficiency, reducing investigation times by over 50% and false positives by 90% while ensuring comprehensive risk coverage and compliance with global regulations. Our innovative data analysis and risk-based approach enhance investigation efficacy, providing robust, scalable security essential in today's fast-evolving financial landscape. ***Click to learn more about our products>>>https://bit.ly/3FxItsF",2013,Software,Software & Computer Services,351,201-500,,169500000,company/thetaray,ThetaRayTeam,organization/thetaray,http://logo.bigpicture.io/logo/thetaray.com,Hod Hasharon Israel
Essential AI,56.5,https://essential.ai,essential.ai,"Essential AI Labs, Inc.","['Artificial Intelligence (AI)', 'Information Technology', 'Software', 'B2B']","Essential AI’s mission is to deepen the partnership between humans and computers, unlocking collaborative capabilities that far exceed what could be achieved today.",2023,Software,Software & Computer Services,31,11-50,$0-$1M,64500000,company/essentialai,,organization/essential-ai,http://logo.bigpicture.io/logo/essential.ai,"San Francisco, California, United States of America"
Pika Labs,55,https://pika.art,pika.art,"Mellis, Inc.","['Artificial Intelligence (AI)', 'Generative AI', 'Graphic Design', 'Video', 'B2C']",An idea-to-video platform that brings your creativity to motion.,2023,Internet,Software & Computer Services,32,11-50,$0-$1M,135000000,company/pika-labs,pika_labs,organization/pika-2a05,http://logo.bigpicture.io/logo/pika.art,"Palo Alto, California, United States of America"
Ibex Medical Analytics,55,https://ibex-ai.com,ibex-ai.com,Ibex Medical Analytics Ltd.,"['Analytics', 'Artificial Intelligence (AI)', 'Health Diagnostics', 'Machine Learning', 'B2B']","Ibex Medical Analytics pioneers AI-based cancer diagnostics in pathology. Pathologists are challenged to provide accurate and timely cancer diagnoses as their workloads keep increasing due to a rise in cancer prevalence and advances in personalized medicine that result in growing diagnostic complexity. We use artificial intelligence (AI) to develop clinical-grade algorithms and digital workflows that detect cancer as accurately as a human pathologist. Our Galen™ platform demonstrated outstanding outcomes in clinical studies and helps pathologists and providers eliminate diagnostic errors, implement real-time quality control, reduce diagnosis time and boost productivity. Deployed worldwide, Galen is the first-ever AI-powered cancer diagnostics platform used in routine clinical practice in pathology labs, with demonstrated success in improving the quality and efficiency of cancer diagnosis. We are a multidisciplinary team of entrepreneurs, data scientists, software engineers and medical experts, working together to realize our vision: transform cancer diagnosis with AI and improve patient care. If you are an outstanding professional constantly looking for challenges, passionate about your work, a team player and want to make real impact – we want to hear from you.",2016,Health Care Providers,Health Care Equipment & Services,126,51-200,,118455493,company/ibexmedicalanalytics,IbexMedAx,organization/ibex-medical-analytics,http://logo.bigpicture.io/logo/ibex-ai.com,"Tel Aviv-Yafo Tel Aviv, Israel"
Forta,55,https://forta.org,forta.org,Forta Foundation,"['Blockchain', 'Cryptocurrency', 'Smart Contracts', 'B2C', 'B2B']","Real-time detection network for security & operational monitoring of blockchain activity secured by FORT token. Billions of dollars in Web3 monitored by Forta. Forta was incubated by OpenZeppelin, the leader in blockchain security since 2015.",2021,,Software & Computer Services,31,11-50,$1M-$10M,23000000,company/fortafoundation,fortaprotocol,organization/forta-protocol,http://logo.bigpicture.io/logo/forta.org,"Walnut, California, United States of America"
Hippocratic AI,53,https://www.hippocraticai.com,hippocraticai.com,Hippocratic AI Inc.,"['Artificial Intelligence (AI)', 'Generative AI', 'Health Care', 'Information Technology', 'B2C']","Hippocratic AI’s mission is to develop the first safest focused Large Language Model (LLM) for healthcare. The company believes that a safe LLM can dramatically improve healthcare accessibility and health outcomes in the world by bringing deep healthcare expertise to every human. No other technology has the potential to have this level of global impact on health. The company was co-founded by CEO Munjal Shah, alongside a group of physicians, hospital administrators, healthcare professionals, and artificial intelligence researchers from El Camino Health, Johns Hopkins, Washington University in St. Louis, Stanford, Google, and Nvidia. Hippocratic AI has received a total of $120M in funding and is backed by leading investors, including General Catalyst, Andreessen Horowitz, Premji Invest, and SV Angel.",2023,Health Care Providers,Health Care Equipment & Services,69,51-200,,118000000,company/hippocratic-ai-health,hippocraticai,organization/hippocratic-ai,http://logo.bigpicture.io/logo/hippocraticai.com,"Palo Alto, California, United States of America"
A121 Labs,53,https://www.ai21.com,ai21.com,AI21 Labs Ltd.,"['Artificial Intelligence (AI)', 'Generative AI', 'Machine Learning', 'Software', 'B2B']","AI21 builds market-leading models for the enterprise. Our Foundation Model, Jamba, is a breakthrough SSM-Transformer model that is the first production-grade Mamba-based model delivering best-in-class quality and performance. AI21’s Task-Specific Models are smaller, specialized models purpose-built to solve key enterprise challenges. Our Contextual Answers and Summarization TSMs offer unprecedented efficiency and cost-savings on core enterprise use cases.",2017,Software,Software & Computer Services,351,201-500,,326500000,company/ai21,AI21Labs,organization/ai21,http://logo.bigpicture.io/logo/ai21.com,"Tel-Aviv Tel-Aviv District 6343102, Israel"
Stability AI,50,https://stability.ai,stability.ai,Stability AI Ltd.,"['Artificial Intelligence (AI)', 'Generative AI', 'Image Recognition', 'Information Technology', 'Software', 'B2G', 'B2B']",Stability AI is building open AI tools that will let us reach our potential. Designing and implementing solutions using collective intelligence and augmented technology. For press enquiries please contact press@stability.ai. For support enquiries please contact support@stability.ai. For marketing enquiries please contact marketing@stability.ai For partnership enquiries please contact partnerships@stability.ai.,2019,Business Support Services,Support Services,126,51-200,$10M-$50M,256000000,company/stability-ai,stabilityai,organization/stability-ai,http://logo.bigpicture.io/logo/stability.ai,"London, England, United Kingdom"
Dtex Systems,50,https://www.dtexsystems.com,dtexsystems.com,Dtex Systems Inc.,"['Business Intelligence', 'Cyber Security', 'Predictive Analytics', 'Risk Management', 'Security', 'Software', 'B2B']","As the global leader for insider risk management, DTEX empowers organizations to prevent data loss and support a trusted workforce by stopping insider risks from becoming insider threats. Its InTERCEPT™ platform consolidates the essential elements of DLP, UBA and UAM in a single light-weight platform to detect and mitigate insider risks well before data loss occurs. Combining AI/ML with behavioral indicators, DTEX enables proactive insider risk management at scale without sacrificing employee privacy or network performance. Whether you are just starting to build your insider threat program or want to learn more about how to integrate DTEX into your current tech stack, such as Microsoft E5, CrowdStrike, or Splunk, we're here to help. Our platform is scalable, easy to use, and provides the visibility you need for a remote working world. Request a demo with us today so we can show you exactly how DTEX InTERCEPT can help you manage internal risk: https://www.dtexsystems.com/request-a-demo/.",2002,Software,Software & Computer Services,126,51-200,$10M-$50M,122534904,company/dtex-systems,DtexSystems,organization/dtex-systems,http://logo.bigpicture.io/logo/dtexsystems.com,"Saratoga, California, United States of America"
AiDash,50,https://www.aidash.com,aidash.com,AiDash Inc,"['B2B', 'Artificial Intelligence (AI)', 'SaaS', 'Satellite Communication', 'B2G']","AiDash is making critical infrastructure industries climate-resilient and sustainable with satellites and AI. Using our full-stack SaaS solutions, customers in electric, gas, and water utilities, transportation, and construction are transforming asset inspection and maintenance - and complying with biodiversity net gain mandates and carbon capture goals. Our customers deliver ROI in their first year of deployment with reduced costs, improved reliability, and achieved sustainability goals. Learn more at www.aidash.com.",2019,Software,Software & Computer Services,351,201-500,,91500000,company/aidash,aidashinc,organization/aidash,http://logo.bigpicture.io/logo/aidash.com,"San Jose, California, United States of America"
Krutrim,50,https://chat.olakrutrim.com,olakrutrim.com,Krutrim SI Designs Private Limited,"['Artificial Intelligence (AI)', 'Cloud Data Services', 'Cloud Infrastructure']","Building AI computing for the future. Krutrim, a part of the Ola group, is working on creating the AI computing stack of the future. We endeavor to deliver a state-of-the-art AI computing stack that encompasses the AI computing infrastructure, AI Cloud, foundational models, and AI-powered end applications for the Indian market. Our envisioned AI computing stack can empower consumers, startups, enterprises and scientists across India and the world to build their end AI applications or AI models. While we are building foundational models across text, voice, and vision relevant to our focus markets, we are also developing AI training and inference platforms that enable AI research and development across industry domains. The platforms being built by Krutrim have the potential to impact millions of lives in India, across income and education strata, and across languages. The team at Krutrim represents a convergence of talent across AI research, Applied AI, Cloud Engineering, and semiconductor design. Our teams operate from three locations: Bangalore, Singapore & San Francisco.",2023,Business Support Services,Support Services,285,201-500,$1B-$10B,74000000,company/krutrim,krutrim,organization/krutrim-si-designs,http://logo.bigpicture.io/logo/olakrutrim.com,"Bangalore, Karnataka, India"
Covera Health,50,https://www.coverahealth.com,coverahealth.com,"Covera Health, Inc.","['Artificial Intelligence (AI)', 'Employee Benefits', 'Health Care', 'InsurTech', 'B2C']","At Covera, we’re committed to ensuring high-quality healthcare is more than just a promise. That’s why we’re leading the way in the emerging science of quality, and connecting providers and payers in their shared quest to improve patient outcomes and care quality. By tackling this challenge, we have the ability to impact millions of lives by raising the standard of care nationwide. Our initial focus is radiology, where an early and accurate diagnosis has a profound impact on the rest of a patient’s care journey. Through our work, which uses clinically-validated science-based tools, we’re helping doctors enhance their care, ensuring patients get the right diagnosis, and enabling the healthcare system to support quality improvement at scale. Through our clinical intelligence platform, we have launched programs that help people access the most effective care and provide doctors with AI-powered quality insights and tools to enhance their care. Today, Covera is partnered with leading employers, payers and healthcare organizations across the US, including Walmart and Microsoft. And, with a pipeline representing over 25% of insured Americans, we are in the early stages of improving care quality for all patients across the globe. In August 2021, we raised a $25M Series C financing round with Insight Partners, a leading global venture capital and private equity firm investing in high-growth companies driving transformative change in their industries.",2017,Health Care Providers,Health Care Equipment & Services,126,51-200,,84880250,company/covera-health,coverahealth,organization/covera-health,http://logo.bigpicture.io/logo/coverahealth.com,"New York, United States of America"
Legion Technologies,50,https://legion.co,legion.co,"Legion Technologies, Inc.","['B2B', 'Analytics', 'Human Resources', 'Productivity Tools', 'SaaS', 'B2G']","Legion Technologies delivers the industry’s most innovative workforce management platform. It enables businesses to maximize labor efficiency and employee engagement simultaneously. The Legion WFM platform is intelligent, automated, and employee-centric. It’s proven to deliver 13x ROI through schedule optimization, reduced attrition, increased productivity, and increased operational efficiency. Legion delivers cutting-edge technology in an easy-to-use platform and mobile app that employees love. Backed by Norwest Venture Partners, Stripes, First Round Capital, XYZ Ventures, Webb Investment Network, Workday Ventures, and NTT DOCOMO Ventures, Legion is recognized as one of the fastest-growing private companies in America according to the 2022 Inc. 5000 and the Deloitte 500 rankings. For more information, visit https://legion.co.",2016,Software,Software & Computer Services,126,51-200,,135500000,company/legionco,legiontech,organization/legion,http://logo.bigpicture.io/logo/legion.co,"Palo Alto, California, United States of America"
Canary Technologies,50,https://www.canarytechnologies.com,canarytechnologies.com,Canary Technologies Corp.,"['B2B', 'Enterprise Software', 'Hospitality', 'Hotel', 'Productivity Tools']","Canary Technologies is a leader in hospitality software solutions, and is trusted by thousands of hotels worldwide. Canary's suite of solutions secure guest data, and enhance the guest experience. Canary's solutions include industry-leading Contactless Mobile Check-in, Digital Authorizations, Digital Contracts, and Digital Amenity Ordering. Canary's solutions help ensure PCI compliance and reduce chargebacks/fraud by up to 90%. Our team includes former hoteliers who understand the nuances of what goes on behind the scenes at the property and truly recognize the needs of hoteliers. Canary's solutions are trusted by tens of thousands of hoteliers worldwide.",2017,Hotels,Travel & Leisure,126,51-200,,97000000,company/canarytech,Canary_Tech,organization/canary-technologies,http://logo.bigpicture.io/logo/canarytechnologies.com,"San Francisco, California, United States of America"
Unlearn,50,https://www.unlearn.ai,unlearn.ai,"Unlearn.AI, Inc.","['Artificial Intelligence (AI)', 'Bioinformatics', 'Clinical Trials', 'Life Science', 'B2C', 'B2B']",Advancing artificial intelligence to eliminate trial and error in medicine.,2017,Business Support Services,Support Services,126,51-200,$10M-$50M,134850000,company/unlearn-ai,UnlearnAI,organization/unlearn-ai,http://logo.bigpicture.io/logo/unlearn.ai,"San Francisco, California, United States of America"
Taalas,50,https://taalas.com,taalas.com,Taalas Inc.,"['Artificial Intelligence (AI)', 'GPU', 'Semiconductor', 'B2B']",Infusing intelligence into silicon. ,2023,Semiconductors,Technology Hardware & Equipment,12,11-50,$1M-$10M,36789052,company/taalas,taalas_inc,organization/taalas,http://logo.bigpicture.io/logo/taalas.com,"Toronto, Ontario, Canada"
AssemblyAI,50,https://www.assemblyai.com,assemblyai.com,"AssemblyAI, Inc.","['Artificial Intelligence (AI)', 'Developer APIs', 'Generative AI', 'Information Technology', 'Speech Recognition', 'B2C']","AssemblyAI is a Speech AI company focused on building new state-of-the-art AI models that can transcribe and understand human speech. Our customers, such as CallRail, Fireflies, and Spotify, choose AssemblyAI to build incredible new AI-powered experiences and products based on voice data. AssemblyAI models and frameworks include: - AI Speech-to-Text - Audio Intelligence, including Summarization, Sentiment Analysis, Topic Detection, Content Moderation, PII Redaction, and more - LeMUR, a framework for applying powerful LLMs to transcribed speech, where you can ask sophisticated questions, pull action items and recaps from your transcription, and more To see AssemblyAI in action, choose your favorite audio or video file and upload it into our no-code playground: https://www.assemblyai.com/playground. Also, check out our customer stories and blog: https://www.assemblyai.com/blog.",2017,Software,Software & Computer Services,126,51-200,,158120000,company/assemblyai,AssemblyAI,organization/assemblyai,http://logo.bigpicture.io/logo/assemblyai.com,"San Francisco, California, United States of America"
Twelve Labs,50,https://www.twelvelabs.io,twelvelabs.io,Twelve Labs Inc.,"['Generative AI', 'Information Technology', 'Software', 'Video', 'B2C']","Helping developers build programs that can see, hear, and understand the world as we do by giving them the world's most powerful video-understanding infrastructure.",2021,Software,Software & Computer Services,69,51-200,$10M-$50M,77120000,company/twelvelabs,twelve_labs,organization/twelve-labs-62b5,http://logo.bigpicture.io/logo/twelvelabs.io,"San Francisco, California, United States of America"
HiddenLayer,50,https://hiddenlayer.com,hiddenlayer.com,"HiddenLayer, Inc.","['Cyber Security', 'Machine Learning', 'Security', 'B2B']","HiddenLayer is the leading provider of Security for AI. Its security platform helps enterprises safeguard the machine learning models behind their most important products. HiddenLayer is the only company to offer turnkey security for AI that does not add unnecessary complexity to models and does not require access to raw data and algorithms. Founded by a team with deep roots in security and ML, HiddenLayer aims to protect enterprise’s AI from inference, bypass, extraction attacks, and model theft. The company is backed by a group of strategic investors, including M12, Microsoft’s Venture Fund, Moore Strategic Ventures, Booz Allen Ventures, IBM Ventures, and Capital One Ventures.",2022,,Software & Computer Services,126,51-200,$10M-$50M,56249922,company/hiddenlayersec,hiddenlayersec,organization/hiddenlayer,http://logo.bigpicture.io/logo/hiddenlayer.com,"Austin, Texas, United States of America"
